name,room_type,price,minimum_nights,number_of_reviews
KONA  2 bedroom/1 bath condo with Oceanfront Pool,Entire home/apt,95,2,60
Lovely Kona Condo @ Alii Villas,Entire home/apt,95,3,92
Hale Ma'ukele in beautiful Volcano,Entire home/apt,190,1,240
1 Week (7 nights) In Maui  Hawaii at the beach,Private room,299,7,6
Medium studio @ Mangolani Inn- Paia,Entire home/apt,250,5,44
Ocean View Coffee Farm Residence,Entire home/apt,144,3,53
Ocean View Coffee Farm Guest Apt,Entire home/apt,124,3,63
Ocean Front Luxury Condo  free WIFI  Kuleana,Entire home/apt,204,3,194
Private Pool - 180° Ocean View - Minutes to Beach,Entire home/apt,306,3,55
The Great Kona Escape  - Near Town  KOA   Beaches,Entire home/apt,130,2,20
Gingerbread  House-Paia/North Shore Beaches,Entire home/apt,250,1,230
Spacious condo  Aina Nalu Lahaina A109,Entire home/apt,149,3,85
~Seaside to Summit~Kona Hawaii USA~,Entire home/apt,134,2,230
Penthouse Studio w/Sunset Ocean vws,Entire home/apt,105,4,117
Spacious  Airy Open-Plan House  Mins to Beach,Entire home/apt,296,5,70
Home & Garden near Kailua beach,Entire home/apt,296,5,65
Nice  Big House near Beaches and Lava Fields,Entire home/apt,98,1,144
Kihei B&B Guava Suite,Private room,179,1,26
LARGE ocean-view home: 3br/13bd/4ba  pool+jacuzzi,Entire home/apt,369,3,9
Volcano Artist Cottage,Entire home/apt,109,2,128
Kealakekua Bay at Manini Beach,Entire home/apt,225,3,30
Lovely Ocean View Cottage  on Lush 10 acre estate,Entire home/apt,165,2,59
Custom Home on 10 acres with sweeping ocean views,Entire home/apt,350,5,32
Hoshidana Studio 1 Ke'ei District,Entire home/apt,98,30,6
Zen Vacation retreat House near Kehena Beach,Entire home/apt,100,5,34
1 block to beach 3 Beds! Inquire Available Dates*,Entire home/apt,132,3,352
Heart of Lahaina ~ Beautiful Aina Nalu C14 -,Entire home/apt,265,1,117
Hale Ohia Cottages  Camellia,Private room,159,1,61
Lahaina Condo,Entire home/apt,225,7,8
Romantic Maui Oceanfront Condo,Entire home/apt,169,2,82
Thanksgiving @ MAUI WESTIN KAANAPALI 11/23 - 11/30,Hotel room,225,7,2
Ka'awa Loa Plantation Guesthouse,Private room,134,1,46
3rd Floor Vista Waikoloa - Walkable to beach/shops,Entire home/apt,159,5,11
Sunset Beach Temple Treehouse  !!!,Entire home/apt,209,30,246
Balinese Elegance Close to Beach,Entire home/apt,156,30,316
Haleiwa -Slow Food /  Eco- Yoga B&B,Private room,125,1,366
Oceanfront Kona Reef Condo-60 feet to Ocean Waves,Entire home/apt,127,7,83
House of Bonsai Vacation Rental,Entire home/apt,120,1,381
Aloha Maui,Entire home/apt,169,3,126
UPSTAIRS & FRENCH DOORS +TILE/GRANITE KITCHEN BATH,Entire home/apt,69,7,123
Oceanfront Condo  Wailua Bay,Entire home/apt,195,3,24
Aloha Crater Lodge and Lavatube,Entire home/apt,75,1,22
Kauai Wind & Waves Vacation Rental,Entire home/apt,250,3,44
★Waikiki Sunset Apt w/Free Parking  Wifi  pool etc,Entire home/apt,106,30,82
Nigori Suite with Semi-Private Lanai,Hotel room,265,2,0
OCEAN FRONT 2b/2ba Amazing Views! Princeville,Entire home/apt,295,2,147
Maluhia Guest House Welcomes Large Groups,Entire home/apt,315,2,70
NIHILANI PARADISE AIR CONDITIONED PRINCEVILLE 2A,Entire home/apt,169,5,60
Recently Renovated Beach Condo on Molokai,Entire home/apt,130,6,62
GREAT STUDIO ACROSS FROM BEACH,Entire home/apt,150,4,111
Treetop Mahina Suite,Hotel room,221,1,3
Aloha Falls ~ Sanctuary in Hilo,Entire home/apt,205,4,55
Ocean Front 2 Bedroom in Poipu,Entire home/apt,600,8,0
Beautiful Space! -- SuperHosts!,Entire home/apt,149,2,331
Ocean View Cottage with Separate Suite,Entire home/apt,249,5,34
Wailuku Guesthouse  Garden Ohana,Entire home/apt,211,14,27
Cozy Surf Suite,Entire home/apt,74,1,315
Oceanfront Apt. with Private Lanai   Safe & Secure,Entire home/apt,165,5,165
Dragon's Nest en suite bathroom Pool/Sauna/Jacuzzi,Private room,120,2,53
Beautiful Aina Nalu  ~ Premier 1/1 A26 - $166,Entire home/apt,199,1,87
Maile  Restored Plantation House,Entire home/apt,250,1,30
Market House,Entire home/apt,250,1,10
Paniolo Cabin,Entire home/apt,295,1,3
Pahala Plantation House,Entire home/apt,850,1,13
Pu'u Koa Palms One Bedroom Apartment (52B),Entire home/apt,120,3,60
Kealakekua Bay Bali Cottage -steps from Bay,Entire home/apt,175,1,530
Kahuna Banyanview Pool/Sauna/Jacuzzi Private Bath,Private room,88,1,50
Kamaole Beach Royale Aloha Apartment Ka’amaina,Entire home/apt,149,2,181
Tropical Garden Maui Escape Retreat,Private room,301,181,16
Master bedroom in quiet Marina Home,Private room,80,30,83
Attached Studio In Marina home,Private room,80,30,109
Ohia Mauka  Restored Plantation House,Entire home/apt,175,1,3
Hapu`u Cottage  Restored Plantation House,Entire home/apt,99,1,30
Enchanting & Almost Oceanfront in Kona!,Entire home/apt,86,3,10
Ocean Vista Suite Private Lanai Pool/Sauna/Jacuzzi,Entire home/apt,150,2,70
Maliko Retreat,Entire home/apt,288,3,158
Kihei Studio king bed Condo available long term *1,Entire home/apt,96,1,134
Secluded Kailua Beach Bungalow with Private Garden,Entire home/apt,220,10,202
Paradise Energy House - No Contact - Self Check-In,Entire home/apt,140,2,470
Green Flash Guest House / Ohana,Entire home/apt,85,7,67
Pacific Room  Edge of the World B&B,Private room,129,1,33
West Kauai hotel rooms in Waimea,Private room,230,3,15
Spacious condo  Aina Nalu Lahaina I109,Entire home/apt,166,4,70
Best Ocean View in Hawaii Room,Private room,139,1,68
Balai Kona Tropical Paradise,Private room,100,3,104
Ocean View Master Bedroom Suite,Private room,95,1,250
Hilltop Legacy | Hilo Bay Room,Private room,89,1,53
Hilltop Legacy | Volcano Room,Private room,109,1,69
Hilltop Legacy | Sky Room,Private room,159,1,45
Hilltop Legacy | Legacy Suite,Private room,139,1,21
Honaunau Farm Retreat - Garden Cottage,Entire home/apt,119,3,71
Across from Beach! Downtown Kona Islander + HI tax,Entire home/apt,73,1,79
A 2 bedroom walk to Ocean Lahaina A23,Entire home/apt,269,1,60
Lahaina Town -  Walk to the Ocean G14,Entire home/apt,269,1,59
Spacious Retreat - MONTH-to-MONTH in Paradise,Entire home/apt,120,30,253
Ocean Lookout - WE'RE OPEN! WELCOME BACK TO MAUI!,Entire home/apt,395,3,43
Seaside Lush Tropical  Maui Condo,Entire home/apt,159,6,132
Ka'anapali's ~ International Colony Club 19,Entire home/apt,295,1,3
Ka'anapali's ~ International Colony Club 15,Entire home/apt,395,1,101
Treehouse Ohana,Private room,129,2,277
Budget room in waterfront home,Private room,50,30,126
BUDGET room in waterfront home,Private room,60,30,73
Near the World Famous Hanauma Bay,Private room,85,5,236
Oliana Cottage : Naturist Beach : Allergy Friendly,Entire home/apt,95,31,243
Ohanacondos  Islander Getaway  Partial Ocean View,Private room,139,3,191
Stroll to Lahaina Town from Gated Home with Pool,Entire home/apt,600,3,40
Enchanting Beach Bungalow with Private Garden,Entire home/apt,289,10,39
Direct Oceanfront Condo Kauai Kailani 310 LOADED!,Entire home/apt,250,3,15
Haiku Guesthouse #BBPH(PHONE NUMBER HIDDEN),Private room,110,3,165
LOOK!☆CHEAPEST CONDO IN THIS HOTEL☆,Entire home/apt,70,3,302
World Class Vacation Home,Entire home/apt,270,2,44
Coco Unit D Is A Charming Sun-Filled Studio with River Views,Entire home/apt,149,1,30
WAIKIKI - Direct Diamond Head View,Entire home/apt,105,30,2
Peaceful Private Rainforest Getaway,Entire home/apt,95,3,144
5 min Walk to famous Kailua Beach,Entire home/apt,200,30,150
Steps From Waikiki Beach 906a,Entire home/apt,99,1,189
Beautiful Guest Cottage in Maui  HI,Entire home/apt,288,3,17
3 Bdrm Oceanview Loft Condo in Maui,Entire home/apt,156,8,82
1B Poolside Condo w/ Beach Access,Entire home/apt,112,7,100
1B Maui Vista Condo w/ Beach Access,Entire home/apt,112,7,112
2nd Fl MauiVista Condo Beach Access,Entire home/apt,112,7,98
North Shore Resort  Private room,Private room,75,3,304
Fabulous 3 Bedrm Poipu Beach CONDO #122,Entire home/apt,199,4,91
Amazing Oceanfront - Kona  Hawaii!,Entire home/apt,175,7,3
Shearer Bliss Oceanfront Condo,Entire home/apt,179,3,212
Koa Resort 3D 1bd/1ba  AC/WIFI/Pool,Entire home/apt,99,4,62
Tiki Studio With Views of the Ocean,Private room,151,3,79
Garden Room Studio,Entire home/apt,122,3,63
Plumeria Rm with views of the coast,Private room,110,3,30
Hualalai Studio,Entire home/apt,110,3,51
Ainani Jade Ohana- Downstairs Unit,Entire home/apt,60,1,28
CLEAN 3BR / DOWNTOWN /MONTHLY DISCOUNT JUN- DEC,Entire home/apt,133,1,214
Cottage for two with ocean views and more,Entire home/apt,80,4,150
Coffee Villa in Tropical Paradise,Entire home/apt,179,4,22
Oct Sale Beautiful Condo in Historic Lahaina with Two Pools,Entire home/apt,127,3,112
STUDIO near Magic Sands Beach Kona,Entire home/apt,80,4,80
Open Space Triangle House  Ocean . Stars . Explore,Entire home/apt,81,1,211
Hawaii Sheffield  Studio,Private room,157,3,26
Hawaii Sheffield House Garden Suite:,Private room,209,5,21
Ocean View Lux Home . Star Gazing & Explore,Entire home/apt,85,1,228
Jungalow forest Retreat,Entire home/apt,45,2,11
Dragonfly Cabin,Entire home/apt,144,1,67
Waikiki Panoramic ocean view Studio,Entire home/apt,78,31,51
Cozy Studio Apt . Ocean . Starry Nights . Explore,Entire home/apt,49,1,242
Butterfly Cabin,Entire home/apt,144,1,50
Charming Cottage Home near Waikiki,Entire home/apt,350,1,24
Ohana House: Plantation-Style Historical Home,Entire home/apt,227,1,24
The Lovely Lilikoi Cabin,Entire home/apt,86,1,45
The Mango Cabin 1/2 mile from ocean,Entire home/apt,121,1,35
The Tranquil & Airy Rollinia Cabin,Entire home/apt,121,1,34
904 Cozy Studio Central Waikiki Penthouse Floor,Entire home/apt,75,2,100
Coco C: New unit with River Views  Kayaks  Bikes.,Entire home/apt,149,1,34
Kuau Beachy Family  Cottage Maui,Entire home/apt,250,4,121
Coco B: New unit with Garden Views  Kayaks  Bikes,Entire home/apt,149,1,24
Paradise by the Ocean - 2 bedroom  2 &  1/2 bath,Entire home/apt,235,4,93
H201 PRESIDENTIAL PRIME OCEAN FRONT EXTRA LARGE,Entire home/apt,397,1,0
PANE MAKAI  THE HOUSE  SLEEPS 14 W/ AC IN POIPU!,Entire home/apt,680,1,2
HUGE (1600 SF) Private Ocean View Sun Deck!!!,Entire home/apt,402,4,24
Budget Room   Edge of the World B&B,Private room,99,1,154
Go Paddling & Biking from Charming Riverside Canal Cottage A,Entire home/apt,140,1,37
Canal Cottage B: Charming Plantation-Style Cottage,Entire home/apt,132,1,30
OCEANFRONT - TOP FLOOR - SUNSETS - VIEWS - PRIVATE,Entire home/apt,149,5,45
NEW REMODEL-GREAT PRICE & LOCATION,Entire home/apt,125,3,74
Explore Big Island: Private Retreat,Entire home/apt,110,7,154
The Queen Suite  Poipu  South Shore Kauai,Private room,114,1,256
Romantic Oceanfront Balinese House,Entire home/apt,189,3,80
Poipu Kapili 51 Oceanfront Condo  Perfect Location,Entire home/apt,475,3,31
Hale ‘Apapane in beautiful Volcano,Entire home/apt,150,1,272
Kaanapali Alii Ocean Front Villa,Private room,1584,1,11
Comfortable☆1BR.@ Kapahulu,Entire home/apt,60,30,92
'STAY KONA' BAMBOO 1/1  QUAINT!,Entire home/apt,85,2,258
Steps to the Beach - Kailua Kona Condo,Entire home/apt,87,30,20
Deluxe Turtle Bay Condo,Entire home/apt,148,4,150
Tropical Oasis in World Class Area,Entire home/apt,153,3,54
NEW REMODEL 2020-65”SONY 4K UHD LED LCD TV & BOSE,Entire home/apt,325,4,3
$99 NIGHT OCTOBER SPECIAL-IDEAL LOCATION & CLIMATE,Entire home/apt,99,7,54
Aloha Nature Lovers,Entire home/apt,80,1,397
Oceanfront Ginger Cottage at Lani Paradise,Entire home/apt,699,1,170
TurtleBay Resort Swanky Townhome,Entire home/apt,350,1,10
Wailuku Guesthouse Wasabi Room Maui,Private room,169,7,2
Hale Melemele - Optional car rental available,Entire home/apt,160,1,159
Affordable Accomodations in Maui,Entire home/apt,85,2,107
Wailuku Guesthouse Plantation Room,Private room,145,5,9
Luxury Ocean View Villa 2B2B. O 601,Entire home/apt,399,6,25
Sunset Beach A Cute Guest House,Entire home/apt,360,4,2
Dorm Style (D),Shared room,81,3,31
Pacific Master Suite,Entire home/apt,460,5,0
Panoramic Ocean View Estate,Entire home/apt,195,4,7
Whaler 2BD/2BA Amazing Oceanfront!,Entire home/apt,275,4,0
Maui Condo across fm Kam II beach,Entire home/apt,85,2,86
Wailuku Guesthouse Hibiscus Room,Private room,139,5,20
Absolute Oceanfront Property!!!,Entire home/apt,170,3,138
Great studio/NOT a shared space,Entire home/apt,96,2,265
Wailuku Guesthouse  Mill room  Maui,Private room,139,7,16
Views the mountains~steps from Beach and Town~Special cleaning and disinfecting,Entire home/apt,300,2,42
Hawaii Nature Retreat,Entire home/apt,125,2,53
Cozy♡1BR Dog Friendly apt. @ Kapahulu,Entire home/apt,50,30,76
Hilo's Best Kept Secret!,Entire home/apt,132,1,14
Romantic Oceanfront Resort - Turtle Beach,Entire home/apt,183,1,91
#1 IN MAUI FOR 2019! TRACY’S TROPICAL TREASURES #1,Entire home/apt,139,1,259
A Comfortable Hilotown Stay,Private room,78,14,87
Ocean & golf course views!! 3 BR/2BA Sleeps 7,Entire home/apt,165,6,10
Kailua  home  yard  BBQ  7 min drv to beach/town,Entire home/apt,10,14,172
OMG! Fab Condo on Poipu Beach Kauai,Entire home/apt,290,1,13
Sale: Romantic Maui: 25' from Ocean,Entire home/apt,179,4,52
Kealakekua Bay Cottage With A View!,Entire home/apt,135,3,280
Bamboo View Suite at Bamboo Valley Inn,Entire home/apt,250,5,35
Kailua plantation home,Entire home/apt,400,30,70
Haleakala Suite at Bamboo Valley Inn,Entire home/apt,185,5,14
** ELEMENTAL LAVA LOFT with EPIC Volcano Views! **,Private room,75,2,76
**MAGICAL LAVA TEMPLE with EPIC Volcano Views**,Entire home/apt,99,1,340
TROPICAL STUDIO IN WAIKIKI (1) ~ FREE PARKING #607,Entire home/apt,143,1,82
Beautiful Kona  Condo Retreat,Entire home/apt,145,7,30
Breathtaking View of Kealakekua Bay,Private room,150,1,17
Green Sands Room,Hotel room,155,1,0
Deluxe Queen,Hotel room,155,1,1
Lava Suite,Hotel room,199,1,8
Elegant on acre gated acre estate,Entire home/apt,200,3,45
5 Star Luxury Oceanfront Condo at Puu Poa with A/C,Entire home/apt,385,4,21
SERENE & PRIVATE COTTAGE/NEAR BEST KOHALA BEACHES,Entire home/apt,99,7,50
Aloha from Malulani Green Haven,Entire home/apt,280,4,30
Ali'i Suite at Dragonfly Ranch,Private room,200,1,11
Writers Studio at Dragonfly Ranch,Entire home/apt,175,1,9
Dragonfly Room at Dragonfly Ranch,Private room,150,1,19
Kona Coffee Vacation Rental Holualoa,Entire home/apt,149,2,148
Dolphin Room at Dragonfly Ranch,Private room,125,1,23
Sunkist  Luxury & Comfort Designer Queen bed,Private room,125,1,327
HALEKALANI - Paradise in Upcountry,Entire home/apt,250,4,222
Lanai view Suite + balcony 5 mins from the beach,Private room,159,3,36
Queen Sized Standard Room,Private room,139,3,43
Charming  Unique Log House Retreat,Entire home/apt,575,4,87
Hale Maluhia 3br  Optional car rental available,Entire home/apt,157,1,105
Queen [Honeymoon] Suite,Private room,350,3,11
King Suite #1,Private room,350,3,3
 SeaBreeze BeachFront Ilikai Marina (Legal Rental),Entire home/apt,149,5,243
Menehune Shores - 1BedRoom #316,Entire home/apt,180,3,15
Menehune Shores - 2BedRoom #123,Entire home/apt,220,3,7
Menehune Shores - 2BedRoom #221,Entire home/apt,190,3,9
Menehune Shores - 3BedRoom #118,Entire home/apt,300,3,22
Hale Mala Hina-245,Entire home/apt,239,2,93
Fabulous Regency 2 bd 2 ba Condo in Poipu Kai!,Entire home/apt,199,5,105
Waikiki wonderful view Studio,Entire home/apt,60,31,48
Coco Bungalow: studio at Tiki Moon Villas,Entire home/apt,330,2,14
BASIC 2B/1BA on LEEWARD OAHU,Entire home/apt,75,31,58
Clean  Simple  Private One Bedroom Unit,Entire home/apt,59,31,24
Ocean Sun: 1bdrm/1ba at Tiki Moon Villas,Private room,426,2,13
Kihei B & B Papaya,Private room,203,1,9
Peaceful  former Buddhist Temple,Entire home/apt,139,2,101
Pineapple Suite,Private room,179,1,13
Hilo’s Premiere Location,Private room,77,14,31
Kihei B&B Mango Suite,Private room,210,1,8
Enjoy Paradise Kipuka'ohia Cottage,Entire home/apt,90,3,28
Enjoy Paradise Kahalekula Cottage,Entire home/apt,90,3,71
Enjoy Paradise Nakukui Cottage,Entire home/apt,80,3,54
Upscale Adventure Retreat for Volcano & Ocean,Entire home/apt,140,3,34
Maui Meadows Bed & Breakfast Queen,Private room,105,3,46
A TROPICAL STUDIO...NEWLY REMODELED,Entire home/apt,123,5,78
Tropical garden apartment,Entire home/apt,88,3,146
Vistas E304  Top Fl. w/Ocean View  Close to Beach,Entire home/apt,189,3,23
‘’Steps to Beach’’ South Maui Condo,Entire home/apt,120,3,43
Bungalow by Quiet Lily Pond behind Zoo,Entire home/apt,69,31,134
Secret Falls Retreat  Pool View Rm,Private room,200,3,20
Uli Kai Hale - The Blue Sea House,Entire home/apt,120,30,75
Walk to Front St.  BEST MAUI BEACH CABANA,Entire home/apt,319,1,102
LG Studio 2 decks min to beach,Entire home/apt,119,1,180
The Honu Villa at The Villages at Mauna Lani,Entire home/apt,750,6,18
Horses and Waterfalls,Entire home/apt,130,1,185
Romantic Bliss Maui,Entire home/apt,114,1,321
Haleakala Cottage - WE'RE OPEN! WELCOME BACK!,Entire home/apt,265,3,63
Star Lookout - WE'RE OPEN! WELCOME BACK TO MAUI!,Entire home/apt,295,3,87
 Rainbow Lookout  - WE'RE OPEN! WELCOME BACK!,Entire home/apt,375,3,51
Bedroom plus loft,Entire home/apt,170,3,116
Beautiful 2 bedroom villa  Special golf rates,Entire home/apt,300,2,1
13 Ka'anapali's ~ International Colony Club 13,Entire home/apt,295,1,88
Mango Tree House @ Mangolani - Paia,Private room,294,5,52
Recharge in the Hot Tub with Views of the Lush Rainforest,Entire home/apt,120,3,172
The Sunset Villa at Ko Olina  BeachTower  sleeps 5,Entire home/apt,341,6,17
Kailua Blue Ocean Breeze Luxury Oasis/Across Beach,Entire home/apt,425,7,128
papaya patch room # 1,Private room,32,30,191
Secret Falls Retreat Valley View Rm,Private room,180,3,24
Napili Bay’s Finest.... Hale Kalani,Entire home/apt,446,3,25
Hale Kai O Kihei #202 - 1BR Oceanfront Condo!,Entire home/apt,115,4,26
Hip Modern Ocean Front Real One Bdr,Entire home/apt,165,3,5
Aloha Hideaway Big Island Hawaii,Entire home/apt,118,2,50
Amazing Location! Sunny and Clean,Entire home/apt,115,30,27
Heavenly Hana Paradise - Ho`okipa Surf Suite,Private room,236,1,294
Magical Coffee Farm & Bioplantation,Entire home/apt,195,3,165
The Birdcage  Waikiki Hideaway,Entire home/apt,125,3,91
The Whaler at Ka'anapali Beach!,Entire home/apt,319,2,11
BASIC STUDIO FOR 2,Private room,80,3,240
Kailua Palm Studio. Walk to Beach! PERMITTED,Entire home/apt,218,2,143
Kailua Kona  Fantastic Ocean View!,Entire home/apt,185,5,92
Kailua Ocean Breeze Beach Studio,Entire home/apt,80,30,245
Fabulous Plantation #1712,Entire home/apt,135,2,47
Air Cond. W/Gourmet Kitchen Steps To Poipu Beach,Entire home/apt,193,1,48
Air Cond Gourmet Kitchen StepsTo Sandy Poipu Beach,Entire home/apt,182,1,33
Modern Beach Home Laie North Shore - 30 Day Stays,Entire home/apt,150,1,258
Kealakekua Bay Cottage With A View #2,Entire home/apt,125,3,111
community,Private room,70,1,1
ISLANDER ON THE BEACH - UNIT 244,Entire home/apt,119,3,31
*STHA 2017/0002 Across from Hana Bay,Entire home/apt,150,1,203
Maui 4 bedroom Ocean view with pool & hot tub,Entire home/apt,1120,5,2
Maui Vista 2Beds price includes 14.42% taxes,Entire home/apt,140,3,51
Private Bali Home near Beach/125Mbps Free Internet,Entire home/apt,125,30,7
OCEAN VIEW!  Art Home 'IPU HALE',Entire home/apt,240,2,157
Ocean Point Estate w/Pool 7 day - 30 day contracts,Entire home/apt,565,6,6
Oceanfront Penthouse  Stunning 1bd,Entire home/apt,165,3,63
Papaya 3: 3bdrm/1ba at Tiki Moon Villas,Entire home/apt,427,2,13
Cabin\ Bali Hut  tropical paradise,Entire home/apt,50,3,324
3BD SPACIOUS COTTAGE KAANAPALI 42,Entire home/apt,345,1,104
HawaiianDreamTemple-2BRTropical Oasis BBPH20120004,Entire home/apt,342,3,51
"Log Cabin Volcano 
TAT#TA-014-054-8096-01",Entire home/apt,150,2,101
Large Sunroom  Poolside,Private room,89,30,130
Island Comfort  Beautiful Condo - Ocean views - AC,Entire home/apt,175,3,39
★Island Colony Condo with Wifi  Pool  Jacuzzi☆,Entire home/apt,114,2,17
Hawaii's Hidden Hideaway B&B,Private room,195,3,0
Hawaiian King Condo Unit 302 1BR,Entire home/apt,110,4,34
Beautiful Organic Farm Retreat - Guest House,Entire home/apt,299,30,80
